batter_name,xwoba,spray xwoba,pa,diff
matt chapman,0.3258322765356533,0.3252883232918584,266.0,-0.0005439532437948591
matt davidson,0.3026689479143563,0.29737889892568575,37.0,-0.005290048988670526
matt duffy,0.29241288562467127,0.28749687204113444,142.0,-0.004916013583536827
matt olson,0.3595704146047422,0.36227379272678295,324.0,0.002703378122040745
matt reynolds,0.309466097420683,0.3051460332230267,151.0,-0.004320064197656293
matt vierling,0.3434742692283537,0.334903072294642,100.0,-0.008571196933711722
mauricio dubon,0.31558278132533935,0.2827453002942488,105.0,-0.03283748103109052
max kepler,0.37581498620546655,0.3717822303154284,260.0,-0.004032755890038153
max muncy,0.3283157810801548,0.33361502484512107,231.0,0.005299243764966266
max schrock,0.26580364086723113,0.2674007384506101,11.0,0.001597097583378948
max stassi,0.3158877585174371,0.3194293008481477,174.0,0.0035415423307105787
meibrys viloria,0.07882252156501822,0.0673046705536083,3.0,-0.011517851011409924
michael brantley,0.3831985648183365,0.3691736812506091,272.0,-0.014024883567727353
michael chavis,0.2842015828818346,0.2865480412518752,213.0,0.002346458370040605
michael harris,0.3159810741468625,0.2974477367636136,107.0,-0.018533337383248916
michael hermosillo,0.2805264061460282,0.2963757517056164,35.0,0.015849345559588224
michael papierski,0.1627459306053,0.14804621863348916,10.0,-0.01469971197181083
michael perez,0.27696973927913443,0.2353778204669944,87.0,-0.04159191881214003
michael taylor,0.33092480147755404,0.3187986705574686,195.0,-0.012126130920085465
mickey mcdonald,0.30986394756462193,0.3034763975053844,6.0,-0.006387550059237523
mickey moniak,0.19914656793108984,0.2005669947116282,29.0,0.0014204267805383586
miguel andujar,0.27944157559135085,0.28116674143907444,42.0,0.0017251658477235865
miguel cabrera,0.31046335184487706,0.3172223925311191,238.0,0.006759040686242057
miguel rojas,0.30949776943794355,0.3116881010171669,231.0,0.0021903315792233258
miguel sano,0.3423600716066919,0.326152658943014,65.0,-0.016207412663677923
mike brosseau,0.327016417467688,0.34848509573206626,82.0,0.02146867826437826
mike ford,0.29858494518331136,0.3149626885614131,43.0,0.016377743378101717
mike moustakas,0.29163107004127425,0.28103677532724025,190.0,-0.010594294714034003
mike trout,0.40839158270631526,0.42129806278214077,273.0,0.01290648007582551
mike yastrzemski,0.3482581468538765,0.3629390519142452,251.0,0.014680905060368676
mike zunino,0.260134824822328,0.26604574091565536,123.0,0.005910916093327334
mitch garver,0.3234066245130803,0.33750044005552776,176.0,0.014093815542447485
mitch haniger,0.36343427309265963,0.36541977000220105,36.0,0.0019854969095414177
mj melendez,0.32106869735246835,0.31206391715039195,182.0,-0.009004780202076401
mookie betts,0.3481569841196494,0.35926140521081473,274.0,0.011104421091165328
myles straw,0.2745162526117145,0.273957068916606,291.0,-0.0005591836951084894
nathaniel lowe,0.32881149499067613,0.32428241078662645,267.0,-0.004529084204049683
nelson cruz,0.35073958949723194,0.35613393645000174,289.0,0.005394346952769802
nelson velázquez,0.3031613867486153,0.3056727008880018,20.0,0.002511314139386489
nick ahmed,0.2364375655124549,0.26669805974663735,54.0,0.03026049423418245
nick allen,0.2659520474496353,0.28872926107134206,48.0,0.02277721362170676
nick castellanos,0.3225188137470094,0.3221699619898823,305.0,-0.00034885175712712213
nick fortes,0.42493077884698266,0.4356274209202725,44.0,0.010696642073289853
nick gordon,0.3445703912735825,0.3174483020447573,170.0,-0.027122089228825197
nick madrigal,0.2769569209120425,0.2750377963672712,114.0,-0.001919124544771278
nick maton,0.28614216197719333,0.2829668797502497,7.0,-0.003175282226943632
nick plummer,0.27882951803952444,0.2720745782436904,31.0,-0.006754939795834025
nick senzel,0.3000802723833475,0.2941923602894781,181.0,-0.005887912093869407
nick solak,0.3142325600497137,0.3212885058272061,75.0,0.007055945777492356
nicky lopez,0.28492566574332884,0.27179052987720415,229.0,-0.013135135866124692
nico hoerner,0.3235056904534938,0.3235099893106841,206.0,4.298857190276895e-06
niko goodrum,0.2039102789303817,0.21733721596890918,45.0,0.013426937038527487
nolan arenado,0.3333533200610955,0.3483899773903879,301.0,0.01503665732929238
nolan gorman,0.3438257188273072,0.33097690608899155,128.0,-0.012848812738315674
nomar mazara,0.2755766643358051,0.28825867224477325,70.0,0.012682007908968174
odubel herrera,0.3034924012119248,0.31146073005025066,155.0,0.007968328838325878
omar narvaez,0.28433276759806964,0.3088232581567682,159.0,0.024490490558698563
oneil cruz,0.2448954493931953,0.24064213744600005,32.0,-0.0042533119471952485
orlando arcia,0.3726422481305566,0.36811701538583247,102.0,-0.004525232744724106
oscar gonzalez,0.3183804895401481,0.3155227219839965,119.0,-0.0028577675561515803
oscar mercado,0.2511669038566161,0.27155318303261883,119.0,0.02038627917600272
owen miller,0.296124993765664,0.30453927974201234,247.0,0.008414285976348357
ozzie albies,0.29965531929601147,0.2969412955624241,263.0,-0.0027140237335873674
p. j. higgins,0.2843799827844728,0.2739216524984455,58.0,-0.010458330286027273
pablo reyes,0.16066782266458232,0.20804412866301353,15.0,0.047376305998431206
patrick mazeika,0.2515512371036419,0.2758563566797551,51.0,0.0243051195761132
patrick wisdom,0.31905613700350804,0.32312893074615623,275.0,0.004072793742648184
paul dejong,0.23003546174685385,0.23489961018942074,86.0,0.004864148442566885
paul goldschmidt,0.3883923564330044,0.39512224536780416,315.0,0.006729888934799755
pavin smith,0.3117570020818816,0.29120773437361375,239.0,-0.02054926770826787
payton henry,0.29392452103511446,0.2883499928000926,35.0,-0.005574528235021858
pete alonso,0.3805125991303511,0.38839016849705055,308.0,0.007877569366699422
philip gosselin,0.2460864037573595,0.20330950352386212,10.0,-0.04277690023349737
rafael devers,0.4018745184181994,0.4132213946940979,311.0,0.011346876275898532
rafael ortega,0.3143007791448623,0.3185667025596966,198.0,0.004265923414834283
raimel tapia,0.3031221310213119,0.31390120455245396,213.0,0.010779073531142047
ramon laureano,0.33070883019260755,0.3331600876162452,175.0,0.002451257423637665
ramon urias,0.3216341109059462,0.3238322223677812,187.0,0.0021981114618350173
randal grichuk,0.26427525244781935,0.27314466258951015,234.0,0.008869410141690792
randy arozarena,0.28311079265047334,0.2936347991284469,289.0,0.01052400647797358
reese mcguire,0.27522883672057125,0.2659065033379181,136.0,-0.009322333382653147
reiver sanmartin,0.06088979496280342,0.014724800817024188,2.0,-0.04616499414577923
rene pinto,0.1621597170859428,0.16938533611607876,29.0,0.007225619030135966
rhys hoskins,0.33740578095363477,0.34304052522927364,311.0,0.00563474427563887
richie martin,0.2548783032817748,0.23792205274378872,30.0,-0.01695625053798608
richie palacios,0.2935985829103078,0.2783358970257783,71.0,-0.015262685884529503
riley adams,0.3120498381000331,0.31491187960064626,84.0,0.002862041500613144
riley greene,0.34864222402097045,0.3435714172443597,35.0,-0.005070806776610759
rob brantly,,,,
rob refsnyder,0.4054379118914488,0.40536626986393764,40.0,-7.16420275111429e-05
robbie grossman,0.2781119171304989,0.27375034305829987,225.0,-0.004361574072199004
roberto perez,0.31353279254811256,0.3278878064002863,69.0,0.014355013852173748
robinson canó,0.2509499715126345,0.26354558322626104,77.0,0.012595611713626553
robinson chirinos,0.25184361875774286,0.2784806202043932,139.0,0.02663700144665032
rodolfo castro,0.2585653393699228,0.2619512991521997,77.0,0.003385959782276904
roman quinn,0.224772858582035,0.20200513465111375,40.0,-0.022767723930921246
ronald acuna,0.3774753688435756,0.3887507976372275,194.0,0.011275428793651898
ronnie dawson,0.10187335564538563,0.11805148180695323,3.0,0.016178126161567594
rougned odor,0.26130866760572496,0.2547731736884183,218.0,-0.006535493917306678
rowdy tellez,0.36758900359812613,0.35480482844287337,266.0,-0.012784175155252764
royce lewis,0.32892179102867586,0.31940118178198884,41.0,-0.009520609246687017
ryan jeffers,0.3356145448288944,0.33305017558355743,179.0,-0.0025643692453369837
ryan mckenna,0.2028183892482077,0.21393501341072035,77.0,0.011116624162512662
ryan mcmahon,0.3348669212636803,0.33948082145218395,293.0,0.004613900188503661
ryan mountcastle,0.3824370286226953,0.37311339718535275,263.0,-0.00932363143734255
ryan o'hearn,0.29898887098069554,0.28641880751183707,57.0,-0.012570063468858472
rylan bannon,0.18091930605263104,0.19693790528714666,15.0,0.016018599234515624
salvador perez,0.2911003898491143,0.2956688886237851,235.0,0.004568498774670804
sam haggerty,0.27879318828105315,0.2769696774527989,18.0,-0.0018235108282542711
sam hilliard,0.2985037130538565,0.2945669096373994,126.0,-0.00393680341645708
sam huff,0.2996772433035437,0.3084242893426791,75.0,0.008747046039135398
santiago espinal,0.31820858831457294,0.3232318121612118,280.0,0.005023223846638836
sean bouchard,0.2290749127456429,0.2276225230687388,9.0,-0.0014523896769040867
sean murphy,0.3404943102137316,0.34282908462122047,270.0,0.00233477440748886
sebastian rivero,0.29309456960420055,0.2635036970365412,8.0,-0.029590872567659354
seby zavala,0.2979154486046538,0.3002412703748144,36.0,0.0023258217701606076
seiya suzuki,0.3150685413495644,0.32196287706341437,159.0,0.006894335713849953
sergio alcantara,0.23048920133019885,0.2330650503005511,94.0,0.0025758489703522625
seth beer,0.2942668504668429,0.28535122833069665,91.0,-0.008915622136146273
seth brown,0.3421618750978444,0.32797806838012317,240.0,-0.014183806717721237
sheldon neuse,0.268434449375874,0.2757946736910487,204.0,0.0073602243151746904
shohei ohtani,0.3821698727767981,0.37753495073801396,309.0,-0.004634922038784128
simon muzziotti,0.2530755374621332,0.31157321752577655,9.0,0.058497680063643365
spencer torkelson,0.2902023969166349,0.2882312901169642,235.0,-0.0019711067996707188
starling marte,0.31410734860115597,0.3160487543928437,276.0,0.0019414057916877225
steele walker,0.32304628896153076,0.3089651960514763,16.0,-0.014081092910054438
stephen piscotty,0.34773015865354784,0.33351221980729673,46.0,-0.01421793884625111
stephen vogt,0.3374030155059884,0.31355345618802677,53.0,-0.02384955931796162
steven duggar,0.24984949198039316,0.25363762591443256,40.0,0.0037881339340394005
steven kwan,0.3141354178731954,0.30521126661969344,222.0,-0.008924151253501933
steven souza,0.18555485444972794,0.19075450998022445,19.0,0.005199655530496505
stuart fairchild,0.04926462000782506,0.03655257626478498,11.0,-0.01271204374304008
taylor motter,0.18388898082777558,0.19723219420072555,6.0,0.013343213372949969
taylor trammell,0.3269933574006727,0.31539369349653074,92.0,-0.011599663904141966
taylor walls,0.2661590656475836,0.2672549162505603,203.0,0.001095850602976678
taylor ward,0.3795796136267064,0.37651575433733553,218.0,-0.0030638592893708627
teoscar hernandez,0.3404795488928392,0.33031349403610477,202.0,-0.010166054856734441
thairo estrada,0.30804023255902485,0.31292503242807335,261.0,0.004884799869048495
tim anderson,0.35041045076257893,0.3619204471590489,198.0,0.01150999639646999
tim locastro,0.3636450373479276,0.3619650619500252,14.0,-0.001679975397902378
tj friedl,0.24657651406901337,0.2369527411913601,100.0,-0.009623772877653286
tom murphy,0.42689256531321906,0.42384366549839225,42.0,-0.003048899814826811
tommy edman,0.32002984955335545,0.3126089498189756,325.0,-0.007420899734379871
tommy la stella,0.3062321562908776,0.3051220711626163,100.0,-0.0011100851282612734
tommy pham,0.33585188087047985,0.33622714659957137,271.0,0.0003752657290915229
tomás nido,0.26354736989251204,0.25184045640977126,142.0,-0.011706913482740777
tony kemp,0.27085135297617047,0.25827601369662695,265.0,-0.012575339279543518
travis d'arnaud,0.3302602827755268,0.3465172685722376,204.0,0.016256985796710754
travis demeritte,0.2767713092867801,0.2805291782439102,96.0,0.003757868957130095
travis jankowski,0.2474475425073137,0.23736894562298105,48.0,-0.010078596884332658
travis shaw,0.09219124703173877,0.08195316129490775,19.0,-0.01023808573683102
travis swaggerty,0.061745338539497124,0.05242397658230763,9.0,-0.009321361957189495
trayce thompson,0.2555078778235936,0.23371042095120545,36.0,-0.021797456872388127
trea turner,0.34746182282429794,0.34464696468995176,314.0,-0.0028148581343461765
trent grisham,0.2914099919031495,0.29055468842626037,276.0,-0.0008553034768891132
trevor larnach,0.3321267478847934,0.34902095782824777,179.0,0.016894209943454364
trevor story,0.30516958656112186,0.2990843900230812,290.0,-0.0060851965380406825
trey mancini,0.37330754347369555,0.37768382870109807,287.0,0.004376285227402521
tucker barnhart,0.22686163114280156,0.23308368651483705,152.0,0.00622205537203549
tucupita marcano,0.2638428951256465,0.2413996910569909,68.0,-0.022443204068655603
ty france,0.36815932245968447,0.3734602248952807,307.0,0.005300902435596222
tyler heineman,0.2669035124618702,0.2726280774584681,87.0,0.005724564996597903
tyler naquin,0.3420691882802605,0.34367616766883574,148.0,0.001606979388575236
tyler nevin,0.30247070907982104,0.3035697369429783,138.0,0.0010990278631572425
tyler o'neill,0.29832037738200395,0.29052813150275697,185.0,-0.007792245879246984
tyler stephenson,0.3090825958966799,0.3165976039987361,155.0,0.0075150081020561865
tyler wade,0.256752704883024,0.25599027176514777,156.0,-0.0007624331178762156
tyrone taylor,0.3092877121852004,0.31093994464580704,217.0,0.0016522324606066396
victor caratini,0.3805514948479854,0.3677845989397959,119.0,-0.012766895908189468
victor reyes,0.3663708883362543,0.3520188722163706,74.0,-0.014352016119883682
victor robles,0.24793213515214382,0.25135364895878587,187.0,0.003421513806642046
vidal brujan,0.2336302467882184,0.24564860517396706,135.0,0.012018358385748662
vinny capra,0.41386640512478506,0.43793010782483727,7.0,0.024063702700052203
vladimir guerrero,0.3816218253833633,0.37418201710582777,303.0,-0.007439808277535542
wander franco,0.33895144108264236,0.3337329636463017,194.0,-0.005218477436340685
whit merrifield,0.3073104163401408,0.29450527654883407,325.0,-0.012805139791306708
wil myers,0.25642857433032823,0.26477418739387865,131.0,0.008345613063550417
will smith,0.3754113665171485,0.37176949778543694,247.0,-0.0036418687317115728
willi castro,0.2874975209723681,0.28534394562032384,167.0,-0.0021535753520442458
william contreras,0.3749803923605617,0.3638095301402267,130.0,-0.011170862220334976
willians astudillo,0.2842242437558827,0.3046899141836137,38.0,0.02046567042773101
willie calhoun,0.34306825322188367,0.32336677823307514,52.0,-0.01970147498880853
willson contreras,0.37751762752060913,0.3815429122389422,273.0,0.0040252847183330775
willy adames,0.35149576286197026,0.3516459645429424,224.0,0.0001502016809721285
wilmer flores,0.31222669908744916,0.31738329189451164,269.0,0.005156592807062488
xander bogaerts,0.3263120743787128,0.3291274362106219,296.0,0.0028153618319091134
yadiel hernández,0.31958555140088557,0.31243845347588217,203.0,-0.007147097925003398
yadier molina,0.26607920088098436,0.2744732350110877,138.0,0.008394034130103367
yairo munoz,0.3246522246161406,0.3566238843023166,22.0,0.031971659686176046
yan gomes,0.28221207340299637,0.29556810492830643,122.0,0.013356031525310064
yandy díaz,0.3631505210326256,0.3616443405499558,251.0,-0.0015061804826697611
yasmani grandal,0.300924591966498,0.29671523982932885,200.0,-0.0042093521371691645
yermin mercedes,0.0065238901730477195,0.003962739728868831,2.0,-0.002561150444178889
yoan moncada,0.261558711071347,0.24604918079792945,111.0,-0.015509530273417532
yonathan daza,0.3406417825277493,0.3271012855837747,212.0,-0.013540496943974578
yonny hernandez,0.22793797601116944,0.27983080358312085,28.0,0.051892827571951405
yordan álvarez,0.46603232630370983,0.4500813660629232,265.0,-0.015950960240786627
yoshi tsutsugo,0.29682030282938276,0.2887282657907024,135.0,-0.008092037038680389
yu chang,0.2476228982918619,0.23870132906446265,59.0,-0.008921569227399256
yuli gurriel,0.2675090921531293,0.27873340457456364,258.0,0.011224312421434346
zach mckinstry,0.28895783872151454,0.33106830102126555,7.0,0.04211046229975102
zach reks,0.2427638840477341,0.24239760460956805,34.0,-0.0003662794381660561
zack collins,0.2721006170152195,0.2922345150754016,73.0,0.02013389806018212
